text,label
The train arrives at 7:30.,ham
Your appointment is confirmed for 5 pm.,ham
I left the keys on the table.,ham
Can you send me the address of the gym? See you.,ham
Thanks for your help today!,ham
Congratulations! You won $2000. Claim your prize now!,spam
Your verification code is 4821. Do not share it with anyone.,ham
"I bought the tickets, everything is ready.",ham
"I bought the tickets, everything is ready. Thanks.",ham
I left the keys on the table.,ham
FREE entry into our prize draw. Reply YES now.,spam
I'll call you after lunch.,ham
WINNER! Call now to receive your $500 bonus.,spam
Congratulations! You won $2000. Claim your prize now!,spam
Please send me the file when you have time.,ham
"I'm running a little late, see you soon.",ham
FREE entry into our prize draw. Reply YES now.,spam
The train arrives at 5 pm.,ham
The train arrives at 7:30.,ham
Limited offer: get a free voucher worth $250. Act now!,spam
I left the keys on the table.,ham
"I'm running a little late, see you soon.",ham
Congratulations! You won $100. Claim your prize now!,spam
The meeting was moved to 7:30.,ham
Don't forget to bring the notes tomorrow.,ham
I'll call you after lunch.,ham
Happy birthday! Hope you have a great day.,ham
Final notice: your prize is waiting. Respond now to collect it.,spam
Can you send me the address of the cafe? See you.,ham
Please send me the file when you have time.,ham
"I bought the tickets, everything is ready.",ham
I will be at the gym around tonight. :),ham
Your appointment is confirmed for tomorrow morning.,ham
Happy birthday! Hope you have a great day. See you.,ham
Your verification code is 1934. Do not share it with anyone.,ham
"I bought the tickets, everything is ready. Let me know.",ham
I left the keys on the table.,ham
Your verification code is 4821. Do not share it with anyone. See you.,ham
The train arrives at 6 pm. :),ham
Exclusive deal! Get 90% off today only. Click now. Terms apply.,spam
Happy birthday! Hope you have a great day.,ham
Your appointment is confirmed for tomorrow morning.,ham
I will be at the cafe around 6 pm. See you.,ham
The train arrives at 6 pm. See you.,ham
Can you call me when you get home? :),ham
Don't forget to bring the notes tomorrow.,ham
The train arrives at 6 pm.,ham
Congratulations! You won $2000. Claim your prize now!,spam
FREE entry into our prize draw. Reply YES now. Offer expires today.,spam
URGENT: Your number has been selected for a $2000 reward. Reply WIN now.,spam
Happy birthday! Hope you have a great day. Thanks.,ham
What do you want for dinner tonight? See you.,ham
You are pre-approved for a special loan. Apply now.,spam
"Congratulations, lucky customer! Your reward code is 8844.",spam
I left the keys on the table.,ham
I left the keys on the table.,ham
"Congratulations, lucky customer! Your reward code is 1209.",spam
Your appointment is confirmed for 7:30.,ham
Your verification code is 1934. Do not share it with anyone.,ham
"I bought the tickets, everything is ready.",ham
Let's meet near the gym. Thanks.,ham
Are you free this weekend?,ham
Congratulations! You won $50. Claim your prize now!,spam
FREE entry into our prize draw. Reply YES now.,spam
I will be at the office around 6 pm.,ham
Let's meet near the cafe.,ham
FREE entry into our prize draw. Reply YES now.,spam
"Hey Mike, are we still meeting at after lunch?",ham
I left the keys on the table. Let me know.,ham
Exclusive deal! Get 90% off today only. Click now.,spam
Mom asked if you are coming home tonight.,ham
You are pre-approved for a special loan. Apply now.,spam
I'll call you after lunch. :),ham
FREE entry into our prize draw. Reply YES now.,spam
Your verification code is 8844. Do not share it with anyone.,ham
Can you call me when you get home?,ham
The meeting was moved to 6 pm.,ham
Your account won a promotional prize of $500. Confirm immediately.,spam
Are you free this weekend?,ham
You have been chosen for an exclusive cash prize of $1000. Offer expires today.,spam
Can you call me when you get home?,ham
Are you free this weekend? Thanks.,ham
What do you want for dinner tonight?,ham
Your verification code is 1209. Do not share it with anyone. Thanks.,ham
Let's meet near the airport.,ham
The train arrives at tonight.,ham
"Hey Chris, are we still meeting at 7:30?",ham
What do you want for dinner tonight?,ham
The meeting was moved to 6 pm.,ham
"I'm running a little late, see you soon.",ham
I'll call you after lunch.,ham
Can you call me when you get home?,ham
"Hey Mia, are we still meeting at in 20 minutes?",ham
I'll call you after lunch. :),ham
"I bought the tickets, everything is ready.",ham
I will be at the cafe around 5 pm.,ham
Final notice: your prize is waiting. Respond now to collect it. Don't miss out!,spam
Mom asked if you are coming home tonight.,ham
Your appointment is confirmed for tonight. See you.,ham
Can you send me the address of the office?,ham
Don't forget to bring the notes tomorrow.,ham
The train arrives at 6 pm.,ham
What do you want for dinner tonight?,ham
FREE entry into our prize draw. Reply YES now. Don't miss out!,spam
I left the keys on the table.,ham
Your verification code is 5502. Do not share it with anyone.,ham
Let's meet near the airport. Thanks.,ham
Can you send me the address of the gym? Let me know.,ham
Can you call me when you get home? Thanks.,ham
Your verification code is 7710. Do not share it with anyone.,ham
Don't forget to bring the notes tomorrow.,ham
The train arrives at 6 pm.,ham
Congratulations! You won $2000. Claim your prize now!,spam
"Congratulations, lucky customer! Your reward code is 5502.",spam
WINNER! Call now to receive your $50 bonus. Terms apply.,spam
"I bought the tickets, everything is ready.",ham
Thanks for your help today!,ham
Claim your reward today. Text CLAIM to receive $50.,spam
The train arrives at 5 pm. :),ham
You have been chosen for an exclusive cash prize of $2000. Offer expires today.,spam
Claim your reward today. Text CLAIM to receive $500.,spam
Thanks for your help today!,ham
Thanks for your help today!,ham
Special promotion: receive $250 instantly. Tap to continue. Reply STOP to unsubscribe.,spam
Can you send me the address of the school?,ham
"I'm running a little late, see you soon.",ham
Don't forget to bring the notes tomorrow.,ham
Happy birthday! Hope you have a great day. See you.,ham
"I'm running a little late, see you soon.",ham
Mom asked if you are coming home tonight.,ham
Act fast! You've won a brand new phone. Claim today.,spam
What do you want for dinner tonight? :),ham
Act fast! You've won a brand new phone. Claim today.,spam
Your appointment is confirmed for in 20 minutes. :),ham
What do you want for dinner tonight? Thanks.,ham
Your account won a promotional prize of $1000. Confirm immediately. Offer expires today.,spam
What do you want for dinner tonight?,ham
What do you want for dinner tonight?,ham
Limited offer: get a free voucher worth $50. Act now!,spam
"I bought the tickets, everything is ready. Thanks.",ham
"I'm running a little late, see you soon.",ham
"I'm running a little late, see you soon.",ham
Please send me the file when you have time.,ham
Happy birthday! Hope you have a great day.,ham
The meeting was moved to 7:30. Thanks.,ham
I'll call you after lunch.,ham
Your verification code is 7710. Do not share it with anyone.,ham
"I'm running a little late, see you soon. :)",ham
Can you call me when you get home?,ham
Final notice: your prize is waiting. Respond now to collect it. Don't miss out!,spam
URGENT: Your number has been selected for a $500 reward. Reply WIN now.,spam
Happy birthday! Hope you have a great day.,ham
Are you free this weekend?,ham
Please send me the file when you have time.,ham
I'll call you after lunch.,ham
The train arrives at 5 pm.,ham
Please send me the file when you have time.,ham
I left the keys on the table.,ham
The train arrives at tomorrow morning.,ham
Happy birthday! Hope you have a great day.,ham
I will be at the gym around tonight. See you.,ham
Your appointment is confirmed for after lunch.,ham
Your verification code is 4821. Do not share it with anyone.,ham
WINNER! Call now to receive your $1000 bonus.,spam
Happy birthday! Hope you have a great day. See you.,ham
Don't forget to bring the notes tomorrow.,ham
Special promotion: receive $500 instantly. Tap to continue. Reply STOP to unsubscribe.,spam
Claim your reward today. Text CLAIM to receive $250.,spam
I will be at the home around in 20 minutes.,ham
"I bought the tickets, everything is ready.",ham
Your appointment is confirmed for in 20 minutes. Thanks.,ham
Can you call me when you get home?,ham
Your verification code is 7710. Do not share it with anyone.,ham
"Hey Sam, are we still meeting at 6 pm?",ham
Are you free this weekend? Thanks.,ham
Special promotion: receive $50 instantly. Tap to continue. Reply STOP to unsubscribe.,spam
Please send me the file when you have time. Thanks.,ham
Limited offer: get a free voucher worth $50. Act now! Don't miss out!,spam
Free gift waiting for you. Click the link to claim $500. Offer expires today.,spam
"Congratulations, lucky customer! Your reward code is 5502. Don't miss out!",spam
Can you call me when you get home?,ham
"I bought the tickets, everything is ready.",ham
Please send me the file when you have time.,ham
Exclusive deal! Get 90% off today only. Click now.,spam
Are you free this weekend?,ham
Mom asked if you are coming home tonight.,ham
Congratulations! You won $500. Claim your prize now! Reply STOP to unsubscribe.,spam
Your verification code is 1934. Do not share it with anyone.,ham
Your verification code is 5502. Do not share it with anyone.,ham
Final notice: your prize is waiting. Respond now to collect it.,spam
Congratulations! You won $1000. Claim your prize now!,spam
"I bought the tickets, everything is ready.",ham
I'll call you after lunch.,ham
"I'm running a little late, see you soon.",ham
Happy birthday! Hope you have a great day. :),ham
Can you call me when you get home?,ham
Thanks for your help today!,ham
Special promotion: receive $1000 instantly. Tap to continue. Reply STOP to unsubscribe.,spam
"I'm running a little late, see you soon.",ham
"I'm running a little late, see you soon. :)",ham
"I bought the tickets, everything is ready.",ham
Can you send me the address of the gym?,ham
Thanks for your help today!,ham
Can you call me when you get home?,ham
The train arrives at 5 pm.,ham
Free gift waiting for you. Click the link to claim $50.,spam
You are pre-approved for a special loan. Apply now.,spam
What do you want for dinner tonight?,ham
The train arrives at 5 pm. Let me know.,ham
"I bought the tickets, everything is ready.",ham
Please send me the file when you have time.,ham
The train arrives at 5 pm.,ham
I'll call you after lunch.,ham
"I'm running a little late, see you soon.",ham
What do you want for dinner tonight?,ham
Your appointment is confirmed for 5 pm. Let me know.,ham
Don't forget to bring the notes tomorrow.,ham
WINNER! Call now to receive your $50 bonus.,spam
"Congratulations, lucky customer! Your reward code is 1209.",spam
Your verification code is 1209. Do not share it with anyone.,ham
FREE entry into our prize draw. Reply YES now. Terms apply.,spam
"I'm running a little late, see you soon.",ham
Final notice: your prize is waiting. Respond now to collect it.,spam
Mom asked if you are coming home tonight.,ham
Congratulations! You won $250. Claim your prize now!,spam
Thanks for your help today! Let me know.,ham
Exclusive deal! Get 90% off today only. Click now.,spam
"I'm running a little late, see you soon.",ham
Your verification code is 1209. Do not share it with anyone.,ham
Mom asked if you are coming home tonight. See you.,ham
Mom asked if you are coming home tonight.,ham
Let's meet near the gym.,ham
Can you call me when you get home?,ham
I'll call you after lunch.,ham
Don't forget to bring the notes tomorrow.,ham
Don't forget to bring the notes tomorrow.,ham
Thanks for your help today! Thanks.,ham
What do you want for dinner tonight?,ham
I will be at the airport around tomorrow morning.,ham
Your appointment is confirmed for after lunch.,ham
Can you call me when you get home? :),ham
Act fast! You've won a brand new phone. Claim today.,spam
Your appointment is confirmed for 5 pm.,ham
Your verification code is 7710. Do not share it with anyone.,ham
I will be at the school around in 20 minutes.,ham
Your appointment is confirmed for 6 pm.,ham
What do you want for dinner tonight? See you.,ham
Congratulations! You won $2000. Claim your prize now!,spam
Mom asked if you are coming home tonight.,ham
"I'm running a little late, see you soon. See you.",ham
Happy birthday! Hope you have a great day.,ham
Exclusive deal! Get 90% off today only. Click now. Reply STOP to unsubscribe.,spam
Happy birthday! Hope you have a great day. See you.,ham
"I bought the tickets, everything is ready.",ham
The train arrives at after lunch. :),ham
Mom asked if you are coming home tonight.,ham
I left the keys on the table.,ham
Can you call me when you get home?,ham
"I bought the tickets, everything is ready.",ham
I'll call you after lunch.,ham
Thanks for your help today!,ham
You are pre-approved for a special loan. Apply now.,spam
I will be at the library around 6 pm.,ham
Happy birthday! Hope you have a great day.,ham
Can you call me when you get home? See you.,ham
The meeting was moved to tomorrow morning. Thanks.,ham
FREE entry into our prize draw. Reply YES now. Terms apply.,spam
You are pre-approved for a special loan. Apply now.,spam
I'll call you after lunch.,ham
Are you free this weekend?,ham
Your verification code is 8844. Do not share it with anyone. Let me know.,ham
"Hey Dan, are we still meeting at in 20 minutes? Let me know.",ham
I left the keys on the table.,ham
Congratulations! You won $1000. Claim your prize now! Reply STOP to unsubscribe.,spam
What do you want for dinner tonight?,ham
The meeting was moved to after lunch. Thanks.,ham
Act fast! You've won a brand new phone. Claim today. Reply STOP to unsubscribe.,spam
Can you send me the address of the cafe? :),ham
Can you call me when you get home?,ham
Happy birthday! Hope you have a great day.,ham
Are you free this weekend?,ham
The meeting was moved to in 20 minutes.,ham
The meeting was moved to after lunch.,ham
I'll call you after lunch.,ham
Can you send me the address of the home?,ham
Are you free this weekend? Thanks.,ham
Are you free this weekend? See you.,ham
"I bought the tickets, everything is ready.",ham
Can you send me the address of the gym?,ham
The train arrives at in 20 minutes.,ham
Mom asked if you are coming home tonight. :),ham
Exclusive deal! Get 90% off today only. Click now.,spam
Don't forget to bring the notes tomorrow.,ham
Thanks for your help today!,ham
Mom asked if you are coming home tonight.,ham
"I bought the tickets, everything is ready.",ham
Mom asked if you are coming home tonight.,ham
Don't forget to bring the notes tomorrow. Thanks.,ham
Exclusive deal! Get 90% off today only. Click now.,spam
Are you free this weekend?,ham
Please send me the file when you have time. See you.,ham
The meeting was moved to in 20 minutes. Let me know.,ham
I will be at the library around tonight. Thanks.,ham
I'll call you after lunch.,ham
I'll call you after lunch.,ham
Can you call me when you get home?,ham
What do you want for dinner tonight? Let me know.,ham
Mom asked if you are coming home tonight.,ham
Your appointment is confirmed for tonight.,ham
Mom asked if you are coming home tonight. Thanks.,ham
FREE entry into our prize draw. Reply YES now. Terms apply.,spam
Let's meet near the airport.,ham
I will be at the airport around tonight.,ham
The meeting was moved to tonight.,ham
WINNER! Call now to receive your $1000 bonus.,spam
"I bought the tickets, everything is ready.",ham
I'll call you after lunch.,ham
Your verification code is 5502. Do not share it with anyone. Thanks.,ham
FREE entry into our prize draw. Reply YES now.,spam
Claim your reward today. Text CLAIM to receive $500.,spam
FREE entry into our prize draw. Reply YES now.,spam
You are pre-approved for a special loan. Apply now.,spam
Can you send me the address of the school?,ham
What do you want for dinner tonight?,ham
The train arrives at tomorrow morning. Let me know.,ham
Happy birthday! Hope you have a great day. Let me know.,ham
I will be at the gym around tonight. :),ham
"Hey Chris, are we still meeting at tonight? Let me know.",ham
Let's meet near the library.,ham
Can you call me when you get home? See you.,ham
Thanks for your help today!,ham
The train arrives at 6 pm. Let me know.,ham
Final notice: your prize is waiting. Respond now to collect it.,spam
Can you call me when you get home? Thanks.,ham
The meeting was moved to in 20 minutes.,ham
"I bought the tickets, everything is ready.",ham
Your appointment is confirmed for 5 pm.,ham
Let's meet near the office.,ham
Can you send me the address of the airport?,ham
Your appointment is confirmed for in 20 minutes.,ham
Please send me the file when you have time.,ham
What do you want for dinner tonight?,ham
Final notice: your prize is waiting. Respond now to collect it.,spam
Thanks for your help today!,ham
Thanks for your help today!,ham
What do you want for dinner tonight?,ham
Can you send me the address of the library?,ham
Happy birthday! Hope you have a great day.,ham
I'll call you after lunch.,ham
URGENT: Your number has been selected for a $500 reward. Reply WIN now.,spam
WINNER! Call now to receive your $2000 bonus. Terms apply.,spam
"I bought the tickets, everything is ready.",ham
"Congratulations, lucky customer! Your reward code is 4821. Don't miss out!",spam
Limited offer: get a free voucher worth $100. Act now!,spam
"Congratulations, lucky customer! Your reward code is 8844.",spam
Thanks for your help today!,ham
Your account won a promotional prize of $2000. Confirm immediately. Offer expires today.,spam
URGENT: Your number has been selected for a $250 reward. Reply WIN now. Don't miss out!,spam
I will be at the gym around after lunch.,ham
Free gift waiting for you. Click the link to claim $2000. Don't miss out!,spam
I left the keys on the table.,ham
You have been chosen for an exclusive cash prize of $1000.,spam
Congratulations! You won $100. Claim your prize now!,spam
Are you free this weekend?,ham
The train arrives at 7:30.,ham
Let's meet near the cafe.,ham
Are you free this weekend?,ham
"Congratulations, lucky customer! Your reward code is 7710.",spam
WINNER! Call now to receive your $50 bonus.,spam
Happy birthday! Hope you have a great day.,ham
Act fast! You've won a brand new phone. Claim today.,spam
Are you free this weekend?,ham
Are you free this weekend?,ham
Mom asked if you are coming home tonight. See you.,ham
"Hey Kate, are we still meeting at 6 pm?",ham
Happy birthday! Hope you have a great day.,ham
URGENT: Your number has been selected for a $50 reward. Reply WIN now.,spam
Thanks for your help today!,ham
Exclusive deal! Get 90% off today only. Click now. Reply STOP to unsubscribe.,spam
"I'm running a little late, see you soon.",ham
I'll call you after lunch.,ham
"I bought the tickets, everything is ready.",ham
Mom asked if you are coming home tonight.,ham
"Hey Lena, are we still meeting at tomorrow morning?",ham
Are you free this weekend?,ham
Your verification code is 7710. Do not share it with anyone.,ham
Exclusive deal! Get 90% off today only. Click now.,spam
Can you call me when you get home?,ham
Your account won a promotional prize of $2000. Confirm immediately.,spam
Your appointment is confirmed for tonight.,ham
Please send me the file when you have time.,ham
Your account won a promotional prize of $1000. Confirm immediately. Terms apply.,spam
"I bought the tickets, everything is ready. Let me know.",ham
"Congratulations, lucky customer! Your reward code is 5502.",spam
I will be at the gym around tonight.,ham
Can you call me when you get home?,ham
Let's meet near the library.,ham
"I bought the tickets, everything is ready.",ham
Happy birthday! Hope you have a great day.,ham
The meeting was moved to 7:30. Let me know.,ham
I will be at the cafe around tonight.,ham
"Hey Dan, are we still meeting at tonight?",ham
Please send me the file when you have time.,ham
Congratulations! You won $500. Claim your prize now!,spam
Can you send me the address of the cafe? Thanks.,ham
I'll call you after lunch. :),ham
Free gift waiting for you. Click the link to claim $500.,spam
"I'm running a little late, see you soon. :)",ham
Mom asked if you are coming home tonight. Let me know.,ham
I left the keys on the table. Thanks.,ham
"I bought the tickets, everything is ready.",ham
Claim your reward today. Text CLAIM to receive $100.,spam
Please send me the file when you have time. Thanks.,ham
Thanks for your help today!,ham
What do you want for dinner tonight? Let me know.,ham
I will be at the office around 7:30.,ham
Limited offer: get a free voucher worth $2000. Act now!,spam
Your verification code is 1209. Do not share it with anyone. Thanks.,ham
Thanks for your help today!,ham
I left the keys on the table.,ham
Your appointment is confirmed for tomorrow morning.,ham
The train arrives at tonight.,ham
Don't forget to bring the notes tomorrow.,ham
Mom asked if you are coming home tonight. See you.,ham
Can you call me when you get home?,ham
"Congratulations, lucky customer! Your reward code is 4821.",spam
Your appointment is confirmed for tomorrow morning.,ham
URGENT: Your number has been selected for a $500 reward. Reply WIN now.,spam
I'll call you after lunch.,ham
Don't forget to bring the notes tomorrow. See you.,ham
The meeting was moved to 7:30.,ham
Your account won a promotional prize of $1000. Confirm immediately.,spam
What do you want for dinner tonight?,ham
Happy birthday! Hope you have a great day. See you.,ham
FREE entry into our prize draw. Reply YES now.,spam
Act fast! You've won a brand new phone. Claim today.,spam
Limited offer: get a free voucher worth $2000. Act now!,spam
I left the keys on the table. :),ham
The train arrives at 5 pm. Thanks.,ham
Mom asked if you are coming home tonight.,ham
Are you free this weekend?,ham
Your appointment is confirmed for in 20 minutes. Let me know.,ham
Act fast! You've won a brand new phone. Claim today. Offer expires today.,spam
Special promotion: receive $50 instantly. Tap to continue.,spam
Your account won a promotional prize of $100. Confirm immediately. Offer expires today.,spam
Happy birthday! Hope you have a great day.,ham
Are you free this weekend?,ham
URGENT: Your number has been selected for a $500 reward. Reply WIN now.,spam
Happy birthday! Hope you have a great day.,ham
Are you free this weekend?,ham
Your verification code is 1209. Do not share it with anyone. Thanks.,ham
Your verification code is 8844. Do not share it with anyone.,ham
Mom asked if you are coming home tonight.,ham
I left the keys on the table. :),ham
I'll call you after lunch. Let me know.,ham
Your appointment is confirmed for in 20 minutes.,ham
Free gift waiting for you. Click the link to claim $100.,spam
Your appointment is confirmed for tonight. Thanks.,ham
Congratulations! You won $2000. Claim your prize now! Offer expires today.,spam
Let's meet near the office.,ham
I will be at the gym around tonight.,ham
Are you free this weekend? :),ham
Happy birthday! Hope you have a great day. Let me know.,ham
Don't forget to bring the notes tomorrow.,ham
I'll call you after lunch.,ham
I will be at the airport around tonight.,ham
Your appointment is confirmed for tonight.,ham
Don't forget to bring the notes tomorrow.,ham
I left the keys on the table.,ham
You have been chosen for an exclusive cash prize of $100. Terms apply.,spam
Mom asked if you are coming home tonight.,ham
Let's meet near the office.,ham
"Congratulations, lucky customer! Your reward code is 8844.",spam
Let's meet near the home.,ham
FREE entry into our prize draw. Reply YES now. Offer expires today.,spam
Final notice: your prize is waiting. Respond now to collect it.,spam
WINNER! Call now to receive your $2000 bonus.,spam
I left the keys on the table.,ham
I will be at the library around tomorrow morning.,ham
I left the keys on the table.,ham
WINNER! Call now to receive your $500 bonus. Terms apply.,spam
Can you call me when you get home? :),ham
I will be at the library around 7:30.,ham
You are pre-approved for a special loan. Apply now.,spam
Are you free this weekend?,ham
URGENT: Your number has been selected for a $500 reward. Reply WIN now.,spam
Can you send me the address of the home?,ham
"I'm running a little late, see you soon.",ham
Happy birthday! Hope you have a great day. Thanks.,ham
Your appointment is confirmed for 5 pm. Thanks.,ham
I'll call you after lunch.,ham
Please send me the file when you have time.,ham
FREE entry into our prize draw. Reply YES now.,spam
Don't forget to bring the notes tomorrow.,ham
Your verification code is 5502. Do not share it with anyone.,ham
Final notice: your prize is waiting. Respond now to collect it.,spam
I'll call you after lunch. Let me know.,ham
The meeting was moved to in 20 minutes.,ham
"I'm running a little late, see you soon.",ham
Are you free this weekend?,ham
Don't forget to bring the notes tomorrow. :),ham
"I'm running a little late, see you soon.",ham
Can you send me the address of the library?,ham
"I bought the tickets, everything is ready. See you.",ham
Mom asked if you are coming home tonight. See you.,ham
Happy birthday! Hope you have a great day.,ham
Please send me the file when you have time.,ham
WINNER! Call now to receive your $500 bonus.,spam
Limited offer: get a free voucher worth $250. Act now!,spam
Exclusive deal! Get 90% off today only. Click now. Reply STOP to unsubscribe.,spam
Your verification code is 1209. Do not share it with anyone. Let me know.,ham
I will be at the airport around tonight.,ham
Mom asked if you are coming home tonight.,ham
I'll call you after lunch.,ham
"I'm running a little late, see you soon. See you.",ham
I left the keys on the table. See you.,ham
What do you want for dinner tonight? See you.,ham
Claim your reward today. Text CLAIM to receive $2000.,spam
"Hey Max, are we still meeting at in 20 minutes?",ham
You are pre-approved for a special loan. Apply now. Terms apply.,spam
Thanks for your help today!,ham
Can you send me the address of the station? :),ham
Happy birthday! Hope you have a great day.,ham
Free gift waiting for you. Click the link to claim $500.,spam
What do you want for dinner tonight? :),ham
Your appointment is confirmed for after lunch. :),ham
Mom asked if you are coming home tonight.,ham
Limited offer: get a free voucher worth $100. Act now! Terms apply.,spam
I will be at the cafe around after lunch.,ham
I will be at the library around tomorrow morning.,ham
Special promotion: receive $100 instantly. Tap to continue.,spam
